Id,Weekly_Sales
1_6_2013-02-15,4633.00054456
1_6_2013-02-22,4501.67634159
1_6_2013-03-01,5135.27644329
1_6_2013-03-08,4673.17904022
1_6_2013-03-15,4487.13362359
1_6_2013-03-22,4328.331421
1_6_2013-03-29,4552.66323525
1_6_2013-04-05,4673.17904022
1_6_2013-04-12,4454.45437743
1_6_2013-04-19,4405.09700956
1_6_2013-04-26,4454.45437743
1_6_2013-05-03,4585.500882
1_6_2013-05-10,4501.67634159
1_6_2013-05-17,4364.00346161
1_6_2013-05-24,4114.20535426
1_6_2013-05-31,4122.08850957
1_6_2013-06-07,4242.71455001
1_6_2013-06-14,4095.18508446
1_6_2013-06-21,3983.65870148
1_6_2013-06-28,3824.74254114
1_6_2013-07-05,4115.33679326
1_6_2013-07-12,3965.3124253
1_6_2013-07-19,4018.83446774
1_6_2013-07-26,3866.5489946
1_7_2012-11-02,19548.769857
1_7_2012-11-09,19548.769857
1_7_2012-11-16,19306.1546369
1_7_2012-11-23,70326.7347926
1_7_2012-11-30,70044.468575
1_7_2012-12-07,58176.7851494
1_7_2012-12-14,59450.757885
1_7_2012-12-21,130136.720205
1_7_2012-12-28,44316.7757404
1_7_2013-01-04,15682.6493257
1_7_2013-01-11,13910.8870146
1_7_2013-01-18,11768.4278782
1_7_2013-01-25,13733.5628097
1_7_2013-02-01,18331.7983409
1_7_2013-02-08,18868.9785975
1_7_2013-02-15,18796.9285601
1_7_2013-02-22,19096.2405471
1_7_2013-03-01,19386.1316006
1_7_2013-03-08,19666.9254762
1_7_2013-03-15,19251.780679
1_7_2013-03-22,19299.4004292
1_7_2013-03-29,19337.3743862
1_7_2013-04-05,19814.6783416
1_7_2013-04-12,19386.1316006
1_7_2013-04-19,19337.3743862
1_7_2013-04-26,19306.1546369
1_7_2013-05-03,19733.6250389
1_7_2013-05-10,19536.4193783
1_7_2013-05-17,19406.4480405
1_7_2013-05-24,27741.8428103
1_7_2013-05-31,28307.9101848
1_7_2013-06-07,27083.9598254
1_7_2013-06-14,27523.8849541
1_7_2013-06-21,22545.353285
1_7_2013-06-28,21256.1717444
1_7_2013-07-05,22245.0387786
1_7_2013-07-12,19548.769857
1_7_2013-07-19,19078.1165182
1_7_2013-07-26,19011.3201266
1_8_2012-11-02,39678.288221
1_8_2012-11-09,37407.465002
1_8_2012-11-16,36745.1836752
1_8_2012-11-23,35963.4851159
1_8_2012-11-30,36759.7632918
1_8_2012-12-07,38884.7562582
1_8_2012-12-14,36962.3338161
1_8_2012-12-21,39013.2667884
1_8_2012-12-28,35211.9232893
1_8_2013-01-04,38336.9051622
1_8_2013-01-11,35997.3156849
1_8_2013-01-18,35846.0348822
1_8_2013-01-25,35927.4491206
1_8_2013-02-01,38961.808549
1_8_2013-02-08,37916.0751688
1_8_2013-02-15,36064.0500817
1_8_2013-02-22,36043.8797717
1_8_2013-03-01,39457.2845133
1_8_2013-03-08,37446.1241975
1_8_2013-03-15,35669.6197289
1_8_2013-03-22,35815.5233189
1_8_2013-03-29,36068.216173
1_8_2013-04-05,40308.1190541
1_8_2013-04-12,36478.6597784
1_8_2013-04-19,36668.2908402
1_8_2013-04-26,36703.2360329
1_8_2013-05-03,40214.0090763
1_8_2013-05-10,36565.9989033
1_8_2013-05-17,36668.2908402
1_8_2013-05-24,36668.2908402
1_8_2013-05-31,36753.7668996
1_8_2013-06-07,39233.8625458
1_8_2013-06-14,36566.5576781
1_8_2013-06-21,36467.3926445
1_8_2013-06-28,36732.8816168
1_8_2013-07-05,40170.5659559
1_8_2013-07-12,36469.5426473
1_8_2013-07-19,36566.5576781
1_8_2013-07-26,36294.18
1_9_2012-11-02,38690.9582157
1_9_2012-11-09,36588.3011335
1_9_2012-11-16,36075.1095712
1_9_2012-11-23,38680.1531264
1_9_2012-11-30,39211.8886954
1_9_2012-12-07,36075.1095712
1_9_2012-12-14,30846.7804921
1_9_2012-12-21,38061.9270696
1_9_2012-12-28,33798.6466369
1_9_2013-01-04,18799.82
1_9_2013-01-11,17217.2301226
1_9_2013-01-18,14686.0740439
1_9_2013-01-25,14878.9795152
1_9_2013-02-01,21508.7066884
1_9_2013-02-08,23185.0318326
1_9_2013-02-15,23167.3985323
1_9_2013-02-22,22715.0259881
1_9_2013-03-01,28335.8897766
1_9_2013-03-08,29707.0519321
1_9_2013-03-15,30949.3423766
1_9_2013-03-22,31656.2710473
1_9_2013-03-29,30780.6519072
1_9_2013-04-05,32113.1395739
1_9_2013-04-12,30656.273322
1_9_2013-04-19,29797.55896
1_9_2013-04-26,30949.3423766
1_9_2013-05-03,29839.7109808
1_9_2013-05-10,29797.55896
1_9_2013-05-17,29797.55896
1_9_2013-05-24,28335.8897766
1_9_2013-05-31,30949.3423766
1_9_2013-06-07,29797.55896
1_9_2013-06-14,27881.1550309
1_9_2013-06-21,25618.2161932
1_9_2013-06-28,24983.5812902
1_9_2013-07-05,29560.0258597
1_9_2013-07-12,24448.1892182
1_9_2013-07-19,25618.2161932
1_9_2013-07-26,24517.4303883
1_10_2012-11-02,30226.9214258
1_10_2012-11-09,30017.2491162
1_10_2012-11-16,29263.2417658
1_10_2012-11-23,29208.8637466
1_10_2012-11-30,28890.7937894
1_10_2012-12-07,30273.9387178
1_10_2012-12-14,29103.932795
1_10_2012-12-21,28894.0012892
1_10_2012-12-28,28385.5319382
1_10_2013-01-04,29927.33
1_10_2013-01-11,24698.9007572
1_10_2013-01-18,24774.8913798
1_10_2013-01-25,24604.1542766
1_10_2013-02-01,33858.6310284
1_10_2013-02-08,34891.0398286
1_10_2013-02-15,36661.3597195
1_10_2013-02-22,36065.1208639
1_10_2013-03-01,35914.0354154
1_10_2013-03-08,35899.1190468
1_10_2013-03-15,35899.1190468
1_10_2013-03-22,36022.3660526
1_10_2013-03-29,37931.5607633
1_10_2013-04-05,34176.4487833
1_10_2013-04-12,32160.7739805
1_10_2013-04-19,31963.0964597
1_10_2013-04-26,30387.6412463
1_10_2013-05-03,33483.3162012
1_10_2013-05-10,32961.334747
1_10_2013-05-17,31350.5239055
1_10_2013-05-24,33164.286862
1_10_2013-05-31,33352.9260385
1_10_2013-06-07,33721.7695156
1_10_2013-06-14,33509.6286108
1_10_2013-06-21,33806.2268544
1_10_2013-06-28,33425.1950878
1_10_2013-07-05,34376.5124353
1_10_2013-07-12,32846.7863453
1_10_2013-07-19,30759.5619644
1_10_2013-07-26,30299.9492934
1_11_2012-11-02,25473.8590255
1_11_2012-11-09,25335.2970505
1_11_2012-11-16,23923.8379407
1_11_2012-11-23,28188.0143313
1_11_2012-11-30,27344.8581409
1_11_2012-12-07,29847.5398397
1_11_2012-12-14,28589.5206969
1_11_2012-12-21,28368.785589
1_11_2012-12-28,27019.9823692
1_11_2013-01-04,24221.1186171
1_11_2013-01-11,22313.9898163
1_11_2013-01-18,22159.0273349
1_11_2013-01-25,21359.5925998
1_11_2013-02-01,23270.0235828
1_11_2013-02-08,23403.717741
1_11_2013-02-15,22284.6081523
1_11_2013-02-22,21983.0998141
1_11_2013-03-01,24095.1645627
1_11_2013-03-08,24122.3053399
1_11_2013-03-15,22224.168342
1_11_2013-03-22,21937.8662806
1_11_2013-03-29,22284.6081523
1_11_2013-04-05,24095.1645627
1_11_2013-04-12,22313.9898163
1_11_2013-04-19,21674.9500284
1_11_2013-04-26,21517.7561628
1_11_2013-05-03,24614.2429646
1_11_2013-05-10,24004.7990022
1_11_2013-05-17,23270.0235828
1_11_2013-05-24,26115.4867981
1_11_2013-05-31,29067.1053098
1_11_2013-06-07,29799.484104
1_11_2013-06-14,28927.9209852
1_11_2013-06-21,29376.7600535
1_11_2013-06-28,36922.3818489
1_11_2013-07-05,30826.2970535
1_11_2013-07-12,32887.442746
1_11_2013-07-19,27798.9071219
1_11_2013-07-26,28559.2048399
1_12_2012-11-02,9831.89067988
1_12_2012-11-09,9995.74460788
1_12_2012-11-16,9318.70028218
1_12_2012-11-23,9221.2768497
1_12_2012-11-30,7820.71297019
1_12_2012-12-07,10473.7667236
1_12_2012-12-14,7968.0201515
1_12_2012-12-21,9221.2768497
1_12_2012-12-28,7696.1323377
1_12_2013-01-04,7831.1087405
1_12_2013-01-11,8839.96501224
1_12_2013-01-18,8006.10308803
1_12_2013-01-25,9094.59091289
1_12_2013-02-01,10186.8132878
1_12_2013-02-08,10554.3146001
1_12_2013-02-15,9513.68199413
1_12_2013-02-22,10239.06
1_12_2013-03-01,10213.6234158
1_12_2013-03-08,10648.838087
1_12_2013-03-15,12087.6250237
1_12_2013-03-22,12854.8231452
1_12_2013-03-29,10728.4981152
1_12_2013-04-05,11833.5456415
1_12_2013-04-12,11985.0331357
1_12_2013-04-19,11920.4037458
1_12_2013-04-26,11040.903331
1_12_2013-05-03,11511.1735601
1_12_2013-05-10,11390.4251989
1_12_2013-05-17,11349.3673049
1_12_2013-05-24,11316.0570818
1_12_2013-05-31,10857.8211304
1_12_2013-06-07,11380.5293552
1_12_2013-06-14,11384.3253637
1_12_2013-06-21,11426.6613814
1_12_2013-06-28,11188.4344362
1_12_2013-07-05,11438.5144187
1_12_2013-07-12,11424.1416492
1_12_2013-07-19,11041.4692913
1_12_2013-07-26,10881.0467179
1_13_2012-11-02,42248.6574545
1_13_2012-11-09,41902.623092
1_13_2012-11-16,37161.0137242
1_13_2012-11-23,38023.3500596
1_13_2012-11-30,36834.1937095
1_13_2012-12-07,40137.0894123
1_13_2012-12-14,35198.1210548
1_13_2012-12-21,36950.91
1_13_2012-12-28,35615.6083571
1_13_2013-01-04,41972.490091
1_13_2013-01-11,37665.0577471
1_13_2013-01-18,36465.039709
1_13_2013-01-25,36256.9574358
1_13_2013-02-01,41387.8618351
1_13_2013-02-08,41972.490091
1_13_2013-02-15,37880.4848483
1_13_2013-02-22,37866.6693967
1_13_2013-03-01,41462.8
1_13_2013-03-08,41690.0403364
1_13_2013-03-15,37890.2794104
1_13_2013-03-22,38177.8618334
1_13_2013-03-29,37154.2617071
1_13_2013-04-05,42359.3274984
1_13_2013-04-12,38320.5746871
1_13_2013-04-19,38320.5746871
1_13_2013-04-26,38059.3412026
1_13_2013-05-03,42359.3274984
1_13_2013-05-10,40982.3751672
1_13_2013-05-17,38200.7533775
1_13_2013-05-24,38931.904139
1_13_2013-05-31,38863.3821509
1_13_2013-06-07,42393.6928668
1_13_2013-06-14,39229.818414
1_13_2013-06-21,39366.9426156
1_13_2013-06-28,39516.4792028
1_13_2013-07-05,42494.5023699
1_13_2013-07-12,39309.5066852
1_13_2013-07-19,39366.9426156
1_13_2013-07-26,39147.5192339
1_14_2012-11-02,15421.1652309
1_14_2012-11-09,15316.2718725
1_14_2012-11-16,15881.5155945
1_14_2012-11-23,39149.3370161
1_14_2012-11-30,38256.98
1_14_2012-12-07,21225.5235477
1_14_2012-12-14,28682.8619464
1_14_2012-12-21,44060.1337605
1_14_2012-12-28,25846.86
1_14_2013-01-04,16923.2507217
1_14_2013-01-11,16527.1542354
1_14_2013-01-18,17000.5968658
1_14_2013-01-25,14817.8477624
1_14_2013-02-01,15544.565372
1_14_2013-02-08,16565.0893551
1_14_2013-02-15,18021.9115712
1_14_2013-02-22,17266.8683986
1_14_2013-03-01,18271.6078424
1_14_2013-03-08,18046.9665413
1_14_2013-03-15,15438.7925133
1_14_2013-03-22,14161.3450738
1_14_2013-03-29,15151.4570896
1_14_2013-04-05,15972.2271423
1_14_2013-04-12,15080.8481727
1_14_2013-04-19,14947.1240273
1_14_2013-04-26,14929.2261531
1_14_2013-05-03,15734.0079893
1_14_2013-05-10,15108.6267538
1_14_2013-05-17,15080.8481727
1_14_2013-05-24,14510.4485556
1_14_2013-05-31,14365.8042695
1_14_2013-06-07,15243.8380175
1_14_2013-06-14,15060.5551047
1_14_2013-06-21,14510.4485556
1_14_2013-06-28,14374.8583906
1_14_2013-07-05,15774.7624696
1_14_2013-07-12,14838.5977498
1_14_2013-07-19,13948.3693152
1_14_2013-07-26,12428.0952818
1_16_2012-11-02,6778.82057984
1_16_2012-11-09,6718.18499449
1_16_2012-11-16,6013.27991038
1_16_2012-11-23,6778.82057984
1_16_2012-11-30,6778.82057984
1_16_2012-12-07,7664.51090373
1_16_2012-12-14,5746.77367318
1_16_2012-12-21,6588.32129947
1_16_2012-12-28,6545.36322059
1_16_2013-01-04,6557.78494933
1_16_2013-01-11,6591.87345105
1_16_2013-01-18,6347.1831065
1_16_2013-01-25,6400.8
1_16_2013-02-01,9873.73
1_16_2013-02-08,12888.7291494
1_16_2013-02-15,14703.1485709
1_16_2013-02-22,16902.8314009
1_16_2013-03-01,21064.7106721
1_16_2013-03-08,27097.8691744
1_16_2013-03-15,28279.2306931
1_16_2013-03-22,39391.9795742
1_16_2013-03-29,34154.6526138
1_16_2013-04-05,41351.4647898
1_16_2013-04-12,44186.8613131
1_16_2013-04-19,47335.7589772
1_16_2013-04-26,41794.7848016
1_16_2013-05-03,45770.6769884
1_16_2013-05-10,43606.5718965
1_16_2013-05-17,44186.8613131
1_16_2013-05-24,41723.1677835
1_16_2013-05-31,40759.1418012
1_16_2013-06-07,40759.1418012
1_16_2013-06-14,38969.9972225
1_16_2013-06-21,38733.206795
1_16_2013-06-28,38528.6792125
1_16_2013-07-05,38969.9972225
1_16_2013-07-12,26790.8717406
1_16_2013-07-19,26710.3562941
1_16_2013-07-26,23080.3465019
1_17_2012-11-02,8108.65559739
1_17_2012-11-09,8262.63961937
1_17_2012-11-16,9596.88501822
1_17_2012-11-23,11545.3989233
1_17_2012-11-30,11201.8139219
1_17_2012-12-07,11183.2753976
1_17_2012-12-14,11617.6931101
1_17_2012-12-21,18463.27
1_17_2012-12-28,10619.45
1_17_2013-01-04,8821.62190804
1_17_2013-01-11,8774.30519076
1_17_2013-01-18,8700.1623551
1_17_2013-01-25,8387.61268018
1_17_2013-02-01,9596.88501822
1_17_2013-02-08,10097.8074175
1_17_2013-02-15,10330.9452669
1_17_2013-02-22,10051.3887895
1_17_2013-03-01,10614.0660685
1_17_2013-03-08,10260.3417294
1_17_2013-03-15,9882.34211447
1_17_2013-03-22,9024.1147383
1_17_2013-03-29,8762.93498636
1_17_2013-04-05,8893.11373456
1_17_2013-04-12,8555.29308984
1_17_2013-04-19,8079.10174675
1_17_2013-04-26,8339.92358141
1_17_2013-05-03,7960.48258191
1_17_2013-05-10,8530.8106655
1_17_2013-05-17,8078.34810464
1_17_2013-05-24,7910.96868985
1_17_2013-05-31,7873.93196281
1_17_2013-06-07,8005.79139436
1_17_2013-06-14,7888.27416503
1_17_2013-06-21,7811.1516067
1_17_2013-06-28,7668.98241949
1_17_2013-07-05,7815.70550488
1_17_2013-07-12,7826.06267965
1_17_2013-07-19,7831.92259114
1_17_2013-07-26,7920.3516323
1_18_2012-11-02,12023.9947005
1_18_2012-11-09,12023.9947005
1_18_2012-11-16,13065.3735411
1_18_2012-11-23,29324.2636344
1_18_2012-11-30,29324.2636344
1_18_2012-12-07,34195.2317575
1_18_2012-12-14,33949.7510744
1_18_2012-12-21,28140.817605
1_18_2012-12-28,26992.11
1_18_2013-01-04,4626.33923228
1_18_2013-01-11,3242.98975301
1_18_2013-01-18,3779.30807381
1_18_2013-01-25,3068.65609271
1_18_2013-02-01,4710.31792923
1_18_2013-02-08,12382.3030817
1_18_2013-02-15,11214.448453
1_18_2013-02-22,5052.61275803
1_18_2013-03-01,3674.6755539
1_18_2013-03-08,3068.65609271
1_18_2013-03-15,3068.65609271
1_18_2013-03-22,2994.75292895
1_18_2013-03-29,3575.05236834
1_18_2013-04-05,5576.02374676
1_18_2013-04-12,4720.81381642
1_18_2013-04-19,3674.6755539
1_18_2013-04-26,3819.00267099
1_18_2013-05-03,3575.05236834
1_18_2013-05-10,3157.52281379
1_18_2013-05-17,4035.72147921
1_18_2013-05-24,965.004269245
1_18_2013-06-07,952.872120192
1_18_2013-07-05,952.872120192
1_19_2012-11-02,1054.69196289
1_19_2012-11-09,1249.78641731
1_19_2012-11-16,1070.12018938
1_19_2012-11-23,1111.64402791
1_19_2012-11-30,1146.08434799
1_19_2012-12-07,1271.77179551
1_19_2012-12-14,1182.10004659
1_19_2012-12-21,1560.45647442
1_19_2012-12-28,1346.56696322
1_19_2013-01-04,908.885150395
1_19_2013-01-11,927.269815709
1_19_2013-01-18,908.885150395
1_19_2013-01-25,904.69485698
1_19_2013-02-01,949.215065707
1_19_2013-02-08,1064.25139886
1_19_2013-02-15,963.469686437
1_19_2013-02-22,1127.37460831
1_19_2013-03-01,932.74828081
1_19_2013-03-08,1292.22998193
1_19_2013-03-15,1114.27206801
1_19_2013-03-22,1242.11040256
1_19_2013-03-29,1149.38797451
1_19_2013-04-05,1149.38797451
1_19_2013-04-12,1318.077127
1_19_2013-04-19,1135.64537204
1_19_2013-04-26,1123.90221155
1_19_2013-05-03,1169.43887739
1_19_2013-05-10,1327.80813635
1_19_2013-05-17,1368.31246684
1_19_2013-05-24,1203.35906897
1_19_2013-05-31,1194.69321198
1_19_2013-06-07,1146.08434799
1_19_2013-06-14,931.949455804
1_19_2013-06-21,930.190673157
1_19_2013-06-28,930.490088999
1_19_2013-07-05,959.940207511
1_19_2013-07-12,943.058707368
1_19_2013-07-19,1049.15722687
1_19_2013-07-26,1049.15722687
1_20_2012-11-02,3421.10118651
1_20_2012-11-09,3386.82314504
1_20_2012-11-16,3387.68021186
1_20_2012-11-23,4742.79715409
1_20_2012-11-30,3984.76415862
1_20_2012-12-07,3462.15199821
1_20_2012-12-14,3831.10450992
1_20_2012-12-21,4337.13778327
1_20_2012-12-28,4533.643901
1_20_2013-01-04,3645.92964889
1_20_2013-01-11,4090.49731439
1_20_2013-01-18,3848.90075202
1_20_2013-01-25,3901.61538847
1_20_2013-02-01,4355.29976527
1_20_2013-02-08,5175.65138188
1_20_2013-02-15,4830.43391137
1_20_2013-02-22,4906.56454051
1_20_2013-03-01,5179.50624452
1_20_2013-03-08,5586.2030478
1_20_2013-03-15,5143.935181
1_20_2013-03-22,4663.63941764
1_20_2013-03-29,4745.79404796
1_20_2013-04-05,4729.11672228
1_20_2013-04-12,4232.60178722
1_20_2013-04-19,4019.60765801
1_20_2013-04-26,4184.90366385
1_20_2013-05-03,4019.82882604
1_20_2013-05-10,4447.60574123
1_20_2013-05-17,4202.06631631
1_20_2013-05-24,4404.62807571
1_20_2013-05-31,4397.29544817
1_20_2013-06-07,4546.9167864
1_20_2013-06-14,4906.56454051
1_20_2013-06-21,4785.68493409
1_20_2013-06-28,4614.16163085
1_20_2013-07-05,5051.79378787
1_20_2013-07-12,4845.94834525
1_20_2013-07-19,4333.79096225
1_20_2013-07-26,4447.60574123
1_21_2012-11-02,8247.18795137
1_21_2012-11-09,8172.47788498
1_21_2012-11-16,8211.31610229
1_21_2012-11-23,9262.32547893
1_21_2012-11-30,8489.64263017
1_21_2012-12-07,9026.49648816
1_21_2012-12-14,9886.28721226
1_21_2012-12-21,12990.9679195
1_21_2012-12-28,7329.41
1_21_2013-01-04,7718.87060801
1_21_2013-01-11,7606.62499498
1_21_2013-01-18,7610.23493247
1_21_2013-01-25,7325.87986335
1_21_2013-02-01,8108.71613921
1_21_2013-02-08,8150.5633876
1_21_2013-02-15,8026.12533339
1_21_2013-02-22,7724.8282494
1_21_2013-03-01,8545.92615909
1_21_2013-03-08,8370.61829439
1_21_2013-03-15,8075.82939985
1_21_2013-03-22,7583.63968049
1_21_2013-03-29,7860.13122225
1_21_2013-04-05,8489.64263017
1_21_2013-04-12,7746.1201272
1_21_2013-04-19,7664.66778199
1_21_2013-04-26,7583.63968049
1_21_2013-05-03,7964.31277752
1_21_2013-05-10,7698.66962365
1_21_2013-05-17,7662.54819129
1_21_2013-05-24,7286.32726568
1_21_2013-05-31,7389.67910173
1_21_2013-06-07,7871.85054059
1_21_2013-06-14,7611.83584032
1_21_2013-06-21,6985.52580128
1_21_2013-06-28,7316.88722718
1_21_2013-07-05,7798.1023091
1_21_2013-07-12,7500.10096773
1_21_2013-07-19,7610.23493247
1_21_2013-07-26,7092.57690517
1_22_2012-11-02,8131.23267014
1_22_2012-11-09,7918.39381082
1_22_2012-11-16,7784.31637923
1_22_2012-11-23,19374.5597332
1_22_2012-11-30,15769.67
1_22_2012-12-07,9947.33230526
1_22_2012-12-14,9813.39791561
1_22_2012-12-21,17444.6336563
1_22_2012-12-28,13745.6406248
1_22_2013-01-04,8689.51449413
